Wave   ;Sample   ;Dark     ;Reference;Scope
 335,38; 6894,500;   28,800;    0,000
 335,67; 6769,500; -230,200;    0,000
 335,96; 7099,500; -666,400;    0,000
 336,25; 7124,000; -257,900;    0,000
 336,54; 7629,500;  500,100;    0,000
 336,83; 8083,000; -202,200;    0,000
 337,13; 8224,500; -465,200;    0,000
 337,42; 8432,500; -104,400;    0,000
 337,71; 8687,500; -447,400;    0,000
 338,00; 9283,500; -222,900;    0,000
 338,29; 9092,000;  -49,600;    0,000
 338,58; 9813,000;  573,100;    0,000
 338,87;10097,500; 1056,300;    0,000
 339,16;10252,500; -181,800;    0,000
 339,46;10781,500;  245,700;    0,000
 339,75;10773,500;  655,400;    0,000
 340,04;11206,000;   92,500;    0,000
 340,33;11514,500; -334,000;    0,000
 340,62;11804,500; -201,300;    0,000
 340,91;12289,500; -548,700;    0,000
 341,20;12659,500; -447,200;    0,000
 341,49;12602,500; -507,600;    0,000
 341,78;13546,000; 1118,900;    0,000
 342,07;13705,000;  -10,300;    0,000
 342,37;14092,000; -737,000;    0,000
 342,66;14967,500;  394,600;    0,000
 342,95;15146,500;   38,500;    0,000
 343,24;15618,500; -539,300;    0,000
 343,53;16149,000;  496,100;    0,000
 343,82;16644,000; -271,000;    0,000
 344,11;16983,000;  374,600;    0,000
 344,40;17579,000; -486,200;    0,000
 344,69;18095,000; -169,000;    0,000
 344,98;18787,500; -449,200;    0,000
 345,27;19326,500;  149,800;    0,000
 345,56;20022,500; -108,700;    0,000
 345,85;20538,000;  224,400;    0,000
 346,14;20794,000;  220,600;    0,000
 346,44;21403,000; -652,700;    0,000
 346,73;22511,000; 1197,400;    0,000
 347,02;22921,500;  215,700;    0,000
 347,31;23577,500;  389,500;    0,000
 347,60;23787,500;  -91,000;    0,000
 347,89;24481,000;  747,000;    0,000
 348,18;25112,000; -567,600;    0,000
 348,47;26224,500; -563,600;    0,000
 348,76;27053,000;   98,200;    0,000
 349,05;27345,500;  169,600;    0,000
 349,34;27761,000;    8,200;    0,000
 349,63;28956,500; -242,800;    0,000
 349,92;29519,000;  156,300;    0,000
 350,21;30328,500; -360,800;    0,000
 350,50;30564,000; -222,300;    0,000
 350,79;31841,000; -194,400;    0,000
 351,08;32175,500;  501,400;    0,000
 351,37;32730,500;  568,100;    0,000
 351,66;34117,000; -104,800;    0,000
 351,95;34799,500;  522,400;    0,000
 352,24;34766,000; -132,200;    0,000
 352,53;35767,500; -266,300;    0,000
 352,82;36742,000;  605,200;    0,000
 353,11;37255,000;  412,900;    0,000
 353,40;37752,000;   27,300;    0,000
 353,69;38400,500; -570,700;    0,000
 353,98;38768,000;  269,800;    0,000
 354,27;40254,500; -393,400;    0,000
 354,56;40346,000; -480,700;    0,000
 354,85;41489,000; -267,900;    0,000
 355,14;42221,500; -670,200;    0,000
 355,43;42177,500; -379,700;    0,000
 355,72;43456,000;  211,800;    0,000
 356,01;43329,500; -490,700;    0,000
 356,30;44521,000; -393,300;    0,000
 356,59;44409,500;   19,900;    0,000
 356,88;45151,000; -500,500;    0,000
 357,17;45633,000;  163,800;    0,000
 357,46;46249,500;  919,800;    0,000
 357,75;46398,500; -812,500;    0,000
 358,04;47314,500; 1075,000;    0,000
 358,33;46803,000; -665,100;    0,000
 358,62;47487,000; -482,900;    0,000
 358,91;48302,500; -186,800;    0,000
 359,20;49124,000;   74,000;    0,000
 359,49;49655,000;   -7,200;    0,000
 359,78;50546,000; -367,400;    0,000
 360,07;50738,500; -418,000;    0,000
 360,36;51643,500;  746,700;    0,000
 360,65;51322,500; -123,800;    0,000
 360,94;51841,000;  207,400;    0,000
 361,23;52171,000;   71,600;    0,000
 361,52;52191,500;  836,000;    0,000
 361,81;52589,500; -300,300;    0,000
 362,10;52760,500;  517,500;    0,000
 362,39;52534,000;  -91,800;    0,000
 362,68;52399,000; -219,200;    0,000
 362,97;52669,500;  -55,000;    0,000
 363,26;52585,000; -113,600;    0,000
 363,54;52505,000;  -50,000;    0,000
 363,83;52306,500;  -20,700;    0,000
 364,12;52363,500; -418,900;    0,000
 364,41;52438,000;  370,200;    0,000
 364,70;52188,500;  329,200;    0,000
 364,99;52262,000; -465,600;    0,000
 365,28;52675,000;  -87,100;    0,000
 365,57;52449,500;  102,700;    0,000
 365,86;51573,000; -726,200;    0,000
 366,15;52365,000; -384,200;    0,000
 366,44;51988,500; -195,100;    0,000
 366,73;51752,000;-1003,100;    0,000
 367,02;51706,500; -230,700;    0,000
 367,31;51642,000; -150,200;    0,000
 367,59;51426,500; -537,800;    0,000
 367,88;52202,500; -472,000;    0,000
 368,17;51622,500; -343,600;    0,000
 368,46;51636,000;  -65,500;    0,000
 368,75;51452,500; -117,300;    0,000
 369,04;51637,000; -652,900;    0,000
 369,33;51514,000; -188,600;    0,000
 369,62;52294,500;  111,000;    0,000
 369,91;51027,000;   70,700;    0,000
 370,20;51618,500; -320,300;    0,000
 370,48;51466,500;  336,200;    0,000
 370,77;51388,500;  142,200;    0,000
 371,06;50986,000; -634,200;    0,000
 371,35;50840,000;  364,500;    0,000
 371,64;50898,000; -600,800;    0,000
 371,93;50225,500;  585,900;    0,000
 372,22;49677,000;  235,900;    0,000
 372,51;49587,500; -474,900;    0,000
 372,79;49222,000; -530,300;    0,000
 373,08;49583,500;   58,500;    0,000
 373,37;49239,500; -221,600;    0,000
 373,66;49049,000; -374,100;    0,000
 373,95;49446,500; -491,800;    0,000
 374,24;49070,500; -344,300;    0,000
 374,53;49676,500; -279,900;    0,000
 374,81;49343,000; -251,300;    0,000
