Wave   ;Sample   ;Dark     ;Reference;Scope
 335,38;   59,500;   28,800;    0,000
 335,67; -202,500; -230,200;    0,000
 335,96; -651,500; -666,400;    0,000
 336,25; -323,000; -257,900;    0,000
 336,54;  449,500;  500,100;    0,000
 336,83; -294,000; -202,200;    0,000
 337,13; -428,000; -465,200;    0,000
 337,42; -121,500; -104,400;    0,000
 337,71; -383,500; -447,400;    0,000
 338,00; -229,000; -222,900;    0,000
 338,29; -193,000;  -49,600;    0,000
 338,58;  358,500;  573,100;    0,000
 338,87;  795,000; 1056,300;    0,000
 339,16; -345,500; -181,800;    0,000
 339,46;  267,500;  245,700;    0,000
 339,75;  363,000;  655,400;    0,000
 340,04;  -29,500;   92,500;    0,000
 340,33; -435,500; -334,000;    0,000
 340,62; -263,000; -201,300;    0,000
 340,91; -518,000; -548,700;    0,000
 341,20; -497,500; -447,200;    0,000
 341,49; -456,500; -507,600;    0,000
 341,78;  451,000; 1118,900;    0,000
 342,07; -119,500;  -10,300;    0,000
 342,37; -599,000; -737,000;    0,000
 342,66;  189,500;  394,600;    0,000
 342,95;  151,500;   38,500;    0,000
 343,24; -530,500; -539,300;    0,000
 343,53;  459,500;  496,100;    0,000
 343,82; -447,000; -271,000;    0,000
 344,11;  115,000;  374,600;    0,000
 344,40; -527,000; -486,200;    0,000
 344,69; -177,000; -169,000;    0,000
 344,98; -451,000; -449,200;    0,000
 345,27;   81,500;  149,800;    0,000
 345,56; -285,500; -108,700;    0,000
 345,85;  112,500;  224,400;    0,000
 346,14;   23,000;  220,600;    0,000
 346,44; -615,500; -652,700;    0,000
 346,73;  783,000; 1197,400;    0,000
 347,02;  209,500;  215,700;    0,000
 347,31;   91,500;  389,500;    0,000
 347,60; -179,500;  -91,000;    0,000
 347,89;  471,500;  747,000;    0,000
 348,18; -617,500; -567,600;    0,000
 348,47; -615,000; -563,600;    0,000
 348,76; -112,000;   98,200;    0,000
 349,05; -158,500;  169,600;    0,000
 349,34; -149,500;    8,200;    0,000
 349,63; -376,500; -242,800;    0,000
 349,92;   37,500;  156,300;    0,000
 350,21; -540,500; -360,800;    0,000
 350,50; -268,000; -222,300;    0,000
 350,79; -359,500; -194,400;    0,000
 351,08;  260,500;  501,400;    0,000
 351,37;  283,000;  568,100;    0,000
 351,66; -124,000; -104,800;    0,000
 351,95;  168,500;  522,400;    0,000
 352,24; -283,000; -132,200;    0,000
 352,53; -483,500; -266,300;    0,000
 352,82;  337,500;  605,200;    0,000
 353,11;   98,500;  412,900;    0,000
 353,40;  -95,000;   27,300;    0,000
 353,69; -660,000; -570,700;    0,000
 353,98;   69,000;  269,800;    0,000
 354,27; -556,000; -393,400;    0,000
 354,56; -583,500; -480,700;    0,000
 354,85; -483,500; -267,900;    0,000
 355,14; -703,000; -670,200;    0,000
 355,43; -512,000; -379,700;    0,000
 355,72;  -79,000;  211,800;    0,000
 356,01; -693,500; -490,700;    0,000
 356,30; -536,500; -393,300;    0,000
 356,59; -254,000;   19,900;    0,000
 356,88; -551,000; -500,500;    0,000
 357,17;  -63,000;  163,800;    0,000
 357,46;  550,500;  919,800;    0,000
 357,75; -901,000; -812,500;    0,000
 358,04;  676,000; 1075,000;    0,000
 358,33; -778,000; -665,100;    0,000
 358,62; -575,500; -482,900;    0,000
 358,91; -368,500; -186,800;    0,000
 359,20; -154,500;   74,000;    0,000
 359,49; -167,500;   -7,200;    0,000
 359,78; -515,000; -367,400;    0,000
 360,07; -556,500; -418,000;    0,000
 360,36;  743,000;  746,700;    0,000
 360,65; -252,000; -123,800;    0,000
 360,94;   16,000;  207,400;    0,000
 361,23; -155,500;   71,600;    0,000
 361,52;  491,500;  836,000;    0,000
 361,81; -457,500; -300,300;    0,000
 362,10;  255,000;  517,500;    0,000
 362,39; -293,500;  -91,800;    0,000
 362,68; -398,000; -219,200;    0,000
 362,97; -257,000;  -55,000;    0,000
 363,26; -273,000; -113,600;    0,000
 363,54; -240,500;  -50,000;    0,000
 363,83; -200,000;  -20,700;    0,000
 364,12; -572,000; -418,900;    0,000
 364,41;  173,500;  370,200;    0,000
 364,70;    5,500;  329,200;    0,000
 364,99; -506,000; -465,600;    0,000
 365,28; -285,500;  -87,100;    0,000
 365,57;   85,000;  102,700;    0,000
 365,86; -798,000; -726,200;    0,000
 366,15; -388,000; -384,200;    0,000
 366,44; -326,000; -195,100;    0,000
 366,73; -947,000;-1003,100;    0,000
 367,02; -304,000; -230,700;    0,000
 367,31; -219,000; -150,200;    0,000
 367,59; -393,500; -537,800;    0,000
 367,88; -553,000; -472,000;    0,000
 368,17; -474,500; -343,600;    0,000
 368,46; -137,000;  -65,500;    0,000
 368,75; -223,000; -117,300;    0,000
 369,04; -650,000; -652,900;    0,000
 369,33; -141,000; -188,600;    0,000
 369,62;   15,000;  111,000;    0,000
 369,91;  -63,500;   70,700;    0,000
 370,20; -286,500; -320,300;    0,000
 370,48;  254,000;  336,200;    0,000
 370,77;   73,500;  142,200;    0,000
 371,06; -667,500; -634,200;    0,000
 371,35;  233,500;  364,500;    0,000
 371,64; -673,000; -600,800;    0,000
 371,93;  388,000;  585,900;    0,000
 372,22;  -13,000;  235,900;    0,000
 372,51; -514,000; -474,900;    0,000
 372,79; -469,000; -530,300;    0,000
 373,08; -103,500;   58,500;    0,000
 373,37; -294,000; -221,600;    0,000
 373,66; -388,500; -374,100;    0,000
 373,95; -549,500; -491,800;    0,000
 374,24; -372,500; -344,300;    0,000
 374,53; -360,500; -279,900;    0,000
 374,81; -349,000; -251,300;    0,000
